date,nav,allocation,persistent_bear,base_allocation,shadow_nav,r20,r40,positive_day_share20,damaged,green,holdings,fund_n,fund_health,fund_weak_share,fund_strong_share,fund_coverage,stress_duration,stress_episode_return,oracle20,oracle40,oracle60,regret100_20,regret100_40,regret100_60
1998-10-22,0.93126415126897,0.0,False,0.0,0.8124177918036076,-0.0472116457250245,-0.1489554430086844,0.5,0.5294117647058824,0.2941176470588235,18,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6111111111111112,57,-0.12936307586286,2,2,2,0.0,0.0,0.0
1998-10-23,0.93126415126897,0.0,False,0.0,0.8091424336736076,-0.0554521406151615,-0.107466234629773,0.45,0.5294117647058824,0.2941176470588235,18,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6111111111111112,58,-0.1328731512902087,2,2,2,0.0,0.0,0.0
1998-10-26,0.93126415126897,0.0,False,0.0,0.8202475317536077,-0.0369213459500983,-0.0693586632398418,0.5,0.4705882352941176,0.4117647058823529,18,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6111111111111112,59,-0.1209722444758122,2,2,2,0.0,0.0,0.0
1998-10-27,0.93126415126897,0.0,False,0.0,0.8163769507236075,-0.0369816606936623,0.0236994334993967,0.5,0.5882352941176471,0.3529411764705882,18,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6111111111111112,60,-0.1251201974091196,2,2,2,0.0,0.0,0.0
1998-10-28,0.93126415126897,0.0,False,0.0,0.8216343078936075,-0.0112627183957069,-0.0055089669015809,0.55,0.4705882352941176,0.4117647058823529,18,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6111111111111112,61,-0.1194860897840054,2,2,2,0.0,0.0,0.0
1998-10-29,0.93126415126897,0.0,False,0.0,0.8357344907068875,0.0418100705580084,0.0108509890499224,0.6,0.375,0.5625,17,11,0.6103896103896104,0.36363636363636365,0.45454545454545453,0.6470588235294118,62,-0.1043754657698859,2,2,2,0.0,0.0,0.0
1998-10-30,0.93126415126897,0.0,False,0.0,0.8364410813668876,0.0384268429272656,0.0106885070829889,0.6,0.1875,0.6875,17,11,0.5974025974025974,0.36363636363636365,0.45454545454545453,0.6470588235294118,63,-0.1036182397156895,2,2,2,0.0,0.0,0.0
1998-11-02,0.93126415126897,0.4,False,0.4,0.8449279401968874,0.0718210322514436,0.0262278203847157,0.65,0.1875,0.6875,17,11,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.6470588235294118,64,-0.0945231992797417,2,2,2,0.0,0.0,0.0
1998-11-03,0.9295375153071924,0.4,False,0.4,0.842701391250931,0.0688568508772971,-0.0158271388281843,0.6,0.2352941176470588,0.7647058823529411,18,12,0.6190476190476191,0.3333333333333333,0.5,0.6666666666666666,65,-0.0969093062130287,2,2,2,0.0,0.0,0.0
1998-11-04,0.934414452521504,0.4,False,0.4,0.853754742266531,0.1124543646798561,0.0079865023485479,0.65,0.2222222222222222,0.7777777777777778,19,12,0.6190476190476191,0.3333333333333333,0.5,0.631578947368421,66,-0.0850638547387748,2,2,2,0.0,0.0,0.0
1998-11-05,0.9348669012455846,0.4,False,0.4,0.854788224365331,0.1313974433281435,0.0177109501512473,0.7,0.1578947368421052,0.6842105263157895,20,13,0.6153846153846154,0.3076923076923077,0.46153846153846156,0.65,67,-0.0839563116929087,2,2,2,0.0,0.0,0.0
1998-11-06,0.9357417999723334,0.4,False,0.4,0.856788116350331,0.1053163817165967,0.0086443815908032,0.7,0.1,0.8,21,14,0.6122448979591837,0.2857142857142857,0.42857142857142855,0.6666666666666666,68,-0.0818131043136594,2,2,2,0.0,0.0,0.0
1998-11-09,0.9371494690206316,0.4,False,0.4,0.8600103570164309,0.0919831752211344,-0.0019204054010213,0.7,0.1428571428571428,0.8095238095238095,22,15,0.6285714285714284,0.26666666666666666,0.4666666666666667,0.6818181818181818,69,-0.0783599528309294,2,2,2,0.0,0.0,0.0
1998-11-10,0.94122316653447,1.0,False,1.0,0.8693563102743311,0.1116376277940296,0.0089542714384911,0.75,0.1363636363636363,0.8181818181818182,23,16,0.6339285714285714,0.25,0.5,0.6956521739130435,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-11,0.9339065125735893,1.0,False,1.0,0.863641545144031,0.0904368041467074,-0.0016826366439266,0.7,0.1739130434782608,0.7391304347826086,24,17,0.6218487394957983,0.29411764705882354,0.47058823529411764,0.7083333333333334,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-12,0.9387337689131412,1.0,False,1.0,0.8681056098740308,0.069106266600095,0.0214482259782722,0.7,0.1739130434782608,0.7391304347826086,24,18,0.6084656084656084,0.2777777777777778,0.5,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-13,0.9343337022472546,1.0,False,1.0,0.8640365940540309,0.0683292114445688,0.0184475858319315,0.7,0.217391304347826,0.6521739130434783,24,18,0.6164021164021164,0.2777777777777778,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-16,0.9425402104677232,1.0,False,1.0,0.8716256635640309,0.0732571594667315,0.0298378565167793,0.7,0.1739130434782608,0.7391304347826086,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-17,0.9557759485269984,1.0,False,1.0,0.883865575284031,0.1015922307848096,0.0405174581143197,0.75,0.217391304347826,0.6956521739130435,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-18,0.9680739621792928,1.0,False,1.0,0.8952383148140309,0.1145428142691036,0.0262321196292536,0.75,0.1304347826086956,0.8260869565217391,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-19,0.9725096954371192,1.0,False,1.0,0.8993403137540309,0.1069923908946539,0.0547294583154378,0.75,0.217391304347826,0.7391304347826086,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-20,0.9877796511509525,1.0,False,1.0,0.913461393294031,0.1289253353662374,0.0663240089254904,0.8,0.217391304347826,0.7391304347826086,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
1998-11-23,1.031341446485778,1.0,False,1.0,0.9537456998340308,0.1627535139240434,0.1198230891817615,0.8,0.0869565217391304,0.8695652173913043,24,18,0.5925925925925927,0.3333333333333333,0.5555555555555556,0.75,0,0.0,2,2,2,0.0,0.0,0.0
